key,input,mw
CSOBIBXVIYAXFM-BYNJWEBRSA-N,COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(CCNC(N)=O)c(=O)n1CC2,477.56500000000034
PYZRQGJRPPTADH-UHFFFAOYSA-N,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,256.09599999999995
BKJIXTWSNXCKJH-UHFFFAOYSA-N,CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1,400.5290000000001
RVPCEXXEUXIPEO-UHFFFAOYSA-N,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=C(O)c1ccccc1,531.0050000000002
WIIZWVCIJKGZOK-RKDXNWHRSA-N,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,323.13199999999995
NFEZZTICAUWDHU-RDTXWAMCSA-N,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,348.3970000000001
QQOBRRFOVWGIMD-OJAKKHQRSA-N,CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,371.3020000000002
OTZVBZFYMFTYKH-UHFFFAOYSA-N,Nc1sc2c(c1C(=O)c1ccc(Cl)cc1)CCCC2,291.8030000000001
VYLOOGHLKSNNEK-PIIMJCKOSA-N,O=C(O)c1cc(F)c2nc(N3[C@@H]4CC[C@H]3C[C@@H](OCc3c(-c5ccccc5OC(F)(F)F)noc3C3CC3)C4)sc2c1,603.594
JMPOIZCOJJMTHI-UHFFFAOYSA-N,O=C(CCn1cnc2c(=O)[nH]cnc21)Nc1ccc(C(=O)O)cc1,327.3000000000001
KLBQZWRITKRQQV-UHFFFAOYSA-N,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,370.587
AAKJLRGGTJKAMG-UHFFFAOYSA-N,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,393.4430000000002
GOMNOOKGLZYEJT-UHFFFAOYSA-N,O=c1c(-c2ccccc2)coc2ccccc12,222.24299999999997
IVYPNXXAYMYVSP-UHFFFAOYSA-N,OCc1c[nH]c2ccccc12,147.17699999999996
LWMBPKJYEQGDLN-UHFFFAOYSA-N,C1CNCCN1.C1CNCCN1.C1CNCCN1.O.O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C(O)CC(O)(CC(=O)O)C(=O)O,660.6750000000003
DHRRIBDTHFBPNG-UHFFFAOYSA-L,O.O.O.O.O.O.[Cl-].[Cl-].[Mg+2],203.30100000000002
SHXWCVYOXRDMCX-UHFFFAOYSA-N,CNC(C)Cc1ccc2c(c1)OCO2,193.24599999999995
QUQPHWDTPGMPEX-QJBIFVCTSA-N,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,610.5650000000002
PAWIYAYFNXQGAP-UHFFFAOYSA-N,Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21,394.47900000000016
RIHNPJLBFJQNRE-UHFFFAOYSA-N,O=C(CCCC(=O)NCCc1ncc[nH]1)NCCc1ncc[nH]1,318.38100000000003
HZQDCMWJEBCWBR-UUOKFMHZSA-N,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O,259.218
YVPYQUNUQOZFHG-UHFFFAOYSA-N,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,613.9150000000002
YSEXMKHXIOCEJA-FVFQAYNVSA-N,CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,484.39400000000023
HTCJUBZBSJQWBW-CQSZACIVSA-N,CCCC[C@](C)(CO)Nc1nc(N)nc2cc(F)cnc12,293.346
VJYSBPDEJWLKKJ-NLIMODCCSA-N,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,1113.1989999999996
WEIAMZKHBCLFOG-QPAIBFMUSA-N,Cl.O=c1[nH]cnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,302.718
OMFXVFTZEKFJBZ-HJTSIMOOSA-N,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,346.46700000000016
KAYRGFYBCCETPE-UHFFFAOYSA-N,CN1C2C(=O)c3ccccc3C1C1=C2C(=O)c2ccccc2C1=O,315.32800000000003
YASAKCUCGLMORW-UHFFFAOYSA-N,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,357.435
FJCDSQATIJKQKA-UHFFFAOYSA-N,Cc1cccc(-c2[nH]c(CNc3ccccc3F)nc2-c2ccc3ncnn3c2)n1,399.4330000000001
ZISJNXNHJRQYJO-CMDGGOBGSA-N,CC(C)c1c(O)cc(/C=C/c2ccccc2)cc1O,254.329
ILRRQNADMUWWFW-UHFFFAOYSA-K,O=P([O-])([O-])[O-].[Al+3],121.952
XNACDNPGABUBFR-GNPGNDBSSA-N,N=C(N)NCc1cccc([131I])c1.N=C(N)NCc1cccc([131I])c1.O=S(=O)(O)O,656.2692492000003
SKIVFJLNDNKQPD-UHFFFAOYSA-N,CC(=O)NS(=O)(=O)c1ccc(N)cc1,214.246
YJQPYGGHQPGBLI-KGSXXDOSSA-N,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,612.6320000000002
RNFNDJAIBTYOQL-UHFFFAOYSA-N,OC(O)C(Cl)(Cl)Cl,165.403
YLDCUKJMEKGGFI-QCSRICIXSA-N,CC(=O)Nc1ccc(C(=O)O)cc1.CC(=O)Nc1ccc(C(=O)O)cc1.CC(=O)Nc1ccc(C(=O)O)cc1.CC(O)CN(C)C.CC(O)CN(C)C.CC(O)CN(C)C.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1115.2489999999998
FKNQFGJONOIPTF-UHFFFAOYSA-N,[Na+],22.99
CILBMBUYJCWATM-UDRBCWGGSA-N,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,1079.1190000000004
TXKOGNLDVKUFSI-WZTVWXICSA-N,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,823.1570000000003
AFLDFEASYWNJGX-FOHXBPHZSA-N,CC(C)NC(C)Cc1ccc([123I])cc1.Cl,335.64958899999993
JMHYCBFEEFHTMK-IIUXMCBISA-N,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC.Cl,385.9320000000001
KEJCWVGMRLCZQQ-YJBYXUATSA-N,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,510.4810000000003
LPEPZBJOKDYZAD-UHFFFAOYSA-N,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,281.23299999999995
AQTQHPDCURKLKT-JKDPCDLQSA-N,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O,923.051
IRNJSRAGRIZIHD-UHFFFAOYSA-N,CCc1ccc(C(=O)COc2ccc(CC3SC(=O)NC3=O)cc2)nc1,370.43000000000006
QGMRQYFBGABWDR-UHFFFAOYSA-M,CCCC(C)C1(CC)C(=O)N=C([O-])NC1=O.[Na+],248.258
FKNQFGJONOIPTF-UHFFFAOYSA-N,[Na+],22.99
UCMNDPDJRSEZPL-UHFFFAOYSA-N,Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)n(C3CCOCC3)c2n1,426.9520000000003
WRGQSWVCFNIUNZ-MDZDMXLPSA-N,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(O)COP(=O)(O)O,436.52600000000007
IAVUPMFITXYVAF-XPUUQOCRSA-N,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,324.44900000000007
WMSYWJSZGVOIJW-ONUALHDOSA-L,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2.[Cl-].[Cl-],1100.1839999999995
FKNQFGJONOIPTF-UHFFFAOYSA-N,[Na+],22.99
SWRUZBWLEWHWRI-UHFFFAOYSA-N,OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,287.4470000000001
DDBREPKUVSBGFI-UHFFFAOYSA-N,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,232.23899999999995
UMUPQWIGCOZEOY-JOCHJYFZSA-N,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12,528.6750000000004
PUFQVTATUTYEAL-UHFFFAOYSA-N,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,343.471
SAURKKOJWIFYSR-UHFFFAOYSA-N,Cc1cc2c(-c3ccccc3F)nc(N3CCNCC3)nc2s1.Cl.O,382.89200000000005
ASUGUQWIHMTFJL-QGZVFWFLSA-N,CC[C@@](C)(Nc1ccnc(-c2c[nH]c3ncccc23)n1)C(=O)NCC(F)(F)F,392.38500000000005
GXINKQQWHLIBJA-UCIBKFKQSA-N,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C.O=C(O)/C=C\C(=O)O,649.7110000000005
CLDOLNORSLLQDI-OOAIBONUSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2.Cl,503.0860000000003
XDXHAEQXIBQUEZ-UHFFFAOYSA-N,CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl,296.8419999999999
ACRHBAYQBXXRTO-OAQYLSRUSA-N,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,468.59400000000034
JDLKFOPOAOFWQN-UHFFFAOYSA-N,C=CCS[S+]([O-])CC=C,162.27899999999997
HRRXCXABAPSOCP-UHFFFAOYSA-N,COc1ccnc(C[S+]([O-])c2nc3cc(-n4cccc4)ccc3[nH]2)c1C,366.4460000000001
RMYZIRFUCOMQRH-CAJLXGCNSA-N,O=C1O[C@]2(CC[C@H](C(=O)Nc3ccn(-c4ccccc4F)n3)CC2)c2cnccc21,406.4170000000002
PLILLUUXAVKBPY-SBIAVEDLSA-N,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O.NCCO.NCCO,564.6430000000001
NKHAVTQWNUWKEO-NSCUHMNNSA-N,COC(=O)/C=C/C(=O)O,130.099
PEMUGDMSUDYLHU-ZEQRLZLVSA-N,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,604.1299999999999
BZKPWHYZMXOIDC-UHFFFAOYSA-N,CC(=O)Nc1nnc(S(N)(=O)=O)s1,222.251
REOZWEGFPHTFEI-JKSUJKDBSA-N,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCC)cc1O,286.41499999999996
MTJLQTFHJIHXIX-GDUXWEAWSA-N,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C.Cl.Cl,568.5610000000003
IAZDPXIOMUYVGZ-UHFFFAOYSA-N,C[S+](C)[O-],78.136
MEOWKUXNVNJAMY-PZFKGGKESA-N,CC(C)C1=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2([C@@H](O)CN(CCN(C)C)Cc2ccc(Cl)cc2)CC1=O,809.5729999999999
FMRVAGKPRZLTRG-UHFFFAOYSA-N,CCCOC(C(=O)OC1CCNCC1)(c1ccccc1)c1ccccc1,353.462
KCBJGVDOSBKVKP-UHFFFAOYSA-N,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2F)C(=S)N1c1ccc(CCCc2ncco2)nc1,517.5080000000003
BJDCWCLMFKKGEE-CMDXXVQNSA-N,C[C@H]1[C@@H](O)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,284.352
MECHNRXZTMCUDQ-RKHKHRCZSA-N,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,396.6590000000001
XPYQFIISZQCINN-QVXDJYSKSA-N,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)/C2=C\F)c(=O)n1.O,275.23600000000005
NNRXCKZMQLFUPL-WBMZRJHASA-N,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O.O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,1092.2330000000009
WSVLPVUVIUVCRA-ZVYOHNBTSA-N,O.OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O,360.312
HZOREEUASZHZBI-UHFFFAOYSA-M,O=C([O-])Cc1ccccc1.[Na+],158.13199999999998
XDJCLCLBSGGNKS-UHFFFAOYSA-N,c1cc(OCCN2CCCCC2)cc(-c2n[nH]c3ccc(-c4nnc[nH]4)cc23)c1,388.4750000000001
GAKMQHDJQHZUTJ-ULHLPKEOSA-N,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,376.4680000000002
WTQYWNWRJNXDEG-RBZJEDDUSA-N,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@@H](O)C2,305.374
SQVIAVUSQAWMKL-UHFFFAOYSA-N,CCNCC(O)c1cccc(O)c1,181.23499999999999
NHHQJBCNYHBUSI-UHFFFAOYSA-N,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,470.4610000000003
VVWYOYDLCMFIEM-UHFFFAOYSA-N,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,368.4970000000001
FKNQFGJONOIPTF-UHFFFAOYSA-N,[Na+],22.99
IVHBBMHQKZBJEU-UHFFFAOYSA-N,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1.Cl,379.93199999999996
NBSCHQHZLSJFNQ-PQMKYFCFSA-N,O=P(O)(O)OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,260.135
QYHFIVBSNOWOCQ-UHFFFAOYSA-N,O=[Se](=O)(O)O,144.97199999999998
KVSKGMLNBAPGKH-UHFFFAOYSA-N,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,449.92400000000004
FKNQFGJONOIPTF-UHFFFAOYSA-N,[Na+],22.99
IYGXEHDCSOYNKY-RZHHZEQLSA-N,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O.NC(CO)(CO)CO,475.6230000000002
SXNJFOWDRLKDSF-STROYTFGSA-N,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)N[C@H]4CC[C@H](N5CCN(CC6CC6)CC5)CC4)cc3OC)nc2N1C(C)C,618.8270000000002
YJYPHIXNFHFHND-UHFFFAOYSA-N,COc1ccc2cccc(CCNC(C)=O)c2c1,243.30599999999995
FKNQFGJONOIPTF-UHFFFAOYSA-N,[Na+],22.99
PHXJVRSECIGDHY-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,532.5700000000002
XQYASZNUFDVMFH-CQSZACIVSA-N,C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O,434.8990000000001
GPXBXXGIAQBQNI-UHFFFAOYSA-N,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,489.9310000000001
WHUUTDBJXJRKMK-VKHMYHEASA-N,N[C@@H](CCC(=O)O)C(=O)O,147.13
VAZNEHLGJGSQEL-MHZLTWQESA-N,COC(=O)c1cccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)c1,452.59500000000014
PCZOHLXUXFIOCF-BXMDZJJMSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,404.54700000000025
KGHYQYACJRXCAT-UHFFFAOYSA-N,Cl.N=C1CCCN1Cc1[nH]c(=O)[nH]c(=O)c1Cl,279.127
INVTYAOGFAGBOE-UHFFFAOYSA-N,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,376.4160000000001
XXJXHXJWQSCNPX-UHFFFAOYSA-N,CC1(N)CCN(c2cccnc2NC(=O)c2nc(-c3ncccc3C(F)(F)F)cnc2N)CC1,472.4750000000002
UHRBTBZOWWGKMK-DOMZBBRYSA-N,CO[C@@]1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@@H]21,496.4740000000003
WHBHBVVOGNECLV-OBQKJFGGSA-N,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,346.4670000000001
YQNWZWMKLDQSAC-UHFFFAOYSA-N,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,298.4550000000001
JKQXZKUSFCKOGQ-QAYBQHTQSA-N,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1,568.8860000000003
JBMKAUGHUNFTOL-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,295.72900000000004
KRNAOFGYEFKHPB-ANJVHQHFSA-N,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,534.5670000000003
DAFYYTQWSAWIGS-DEOSSOPVSA-N,OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,486.43600000000015
JDDHUROHDHPVIO-UHFFFAOYSA-N,C1CNCCN1.C1CNCCN1.C1CNCCN1.O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C(O)CC(O)(CC(=O)O)C(=O)O,642.6600000000004
NULMGOSOSZBEQL-QMMMGPOBSA-N,CCOC(=O)[C@@H](N)Cc1ccc(O)c(O)c1,225.24400000000003
JGPMMRGNQUBGND-UHFFFAOYSA-N,COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,338.444
GGGDNPWHMNJRFN-UHFFFAOYSA-N,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I,627.9420000000001
OETHQSJEHLVLGH-UHFFFAOYSA-N,CN(C)C(=N)NC(=N)N.Cl,165.62800000000001
FJNPZKZPWVVSON-UHFFFAOYSA-N,Cc1cc(N2CCc3cc(F)ccc3C2)cc(C)c1NC(=O)CC(C)(C)C,368.49600000000015
IKQCSJBQLWJEPU-UHFFFAOYSA-N,O=S(=O)(O)c1cc(O)ccc1O,190.176
YTNKWDJILNVLGX-UHFFFAOYSA-N,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC.Cl,425.9170000000002
RWTNPBWLLIMQHL-UHFFFAOYSA-N,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,501.66700000000014
FGDZQCVHDSGLHJ-UHFFFAOYSA-M,[Cl-].[Rb+],120.921
XMZSTQYSBYEENY-RMKNXTFCSA-N,COc1c(/C=C/c2ccc(NS(C)(=O)=O)cc2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,469.5630000000002
XGALLCVXEZPNRQ-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,446.9100000000004
AXRCEOKUDYDWLF-UHFFFAOYSA-N,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21,515.6170000000003
AFLWPAGYTPJSEY-CODXZCKSSA-N,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O.O,480.5540000000004
JUZNIMUFDBIJCM-ANEDZVCMSA-N,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,475.52300000000025
IQQBRKLVEALROM-UHFFFAOYSA-N,CS(=O)(=O)N(c1cc(F)cc(F)c1)C1CN(C(c2ccc(Cl)cc2)c2ccc(Cl)cc2)C1,497.3940000000001
UPZWINBEAHDTLA-UHFFFAOYSA-N,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1,325.774
KKGQTZUTZRNORY-UHFFFAOYSA-N,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,307.478
RUDATBOHQWOJDD-BSWAIDMHSA-N,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,392.5800000000002
ZNKWRAKPQQZLNX-ZDQHWEPJSA-N,CN(CCCn1nnc2cc(CNC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)ccc21)[C@H]1CC[C@H](OC(=O)C(O)(c2cccs2)c2cccs2)CC1,742.9240000000002
KJEBULYHNRNJTE-DHZHZOJOSA-N,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,492.52800000000013
DYDCUQKUCUHJBH-UWTATZPHSA-N,N[C@@H]1CONC1=O,102.09299999999999
PDXNSXLPXJFETD-DYVQZXGMSA-N,CC1(C)C(/C=C/C2=C(Oc3ccc(C[C@H](NC(=O)c4ccc(NCc5cnc6nc(N)[nH]c(=O)c6n5)cc4)C(=O)[O-])cc3)/C(=C/C=C3\N(CCCCS(=O)(=O)[O-])c4ccc(S(=O)(=O)[O-])cc4C3(C)C)CCC2)=[N+](CCCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21.[H+].[H+].[H+].[H+],1326.521
GIJXKZJWITVLHI-PMOLBWCYSA-N,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,307.43700000000007
