key,input,mw
LNLJHGXOFYUARS-OAQYLSRUSA-N,[O-][n+]1cccc(-c2nc3c(Cl)cccc3cc2[C@@H](Nc2ncnc3cccnc23)C(F)(F)F)c1,482.8530000000001
DNTVJEMGHBIUMW-IBGZPJMESA-N,COc1ccc2cc(-c3cc(-c4cc(Cl)cc(Cl)c4)nn3[C@@H](C)c3ccc(C(=O)NCCC(=O)O)cc3)ccc2c1,588.4910000000003
DENYZIUJOTUUNY-MRXNPFEDSA-N,C[C@]12CCCN1CC1=NNC(=O)c3cc(F)cc4[nH]c2c1c34,298.321
UMILHIMHKXVDGH-UHFFFAOYSA-N,C(COCCOCC1CO1)OCCOCC1CO1,262.3019999999999
ICTXHFFSOAJUMG-SLHNCBLASA-N,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C,298.42600000000004
GWWIHNWMWIJWRT-UHFFFAOYSA-N,C/N=C(\N)N(C)C(=N)N.Cl,165.62800000000001
DDNCQMVWWZOMLN-IRLDBZIGSA-N,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,350.462
DGBIGWXXNGSACT-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,315.716
GWBBVOVXJZATQQ-UHFFFAOYSA-L,CC(O)(P(=O)([O-])O)P(=O)([O-])O.[Na+].[Na+],249.99099999999999
WDZCUPBHRAEYDL-GZAUEHORSA-N,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,877.0450000000004
VWUPWEAFIOQCGF-UHFFFAOYSA-N,CC(O)C(=O)O.Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,301.30199999999996
QWPLCHDPESWJRN-FNNGWQQSSA-N,[18F]c1ccc([P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,356.3909380000001
JOOXCMJARBKPKM-UHFFFAOYSA-N,CC(=O)CCC(=O)O,116.11599999999999
NCAIGTHBQTXTLR-UHFFFAOYSA-N,CC(C)(N)Cc1ccccc1.Cl,185.698
QRXWMOHMRWLFEY-UHFFFAOYSA-N,NNC(=O)c1ccncc1,137.142
OGCNTTUPLQTBJI-XFULWGLBSA-N,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O.O=C(O)CCC(=O)O,475.47700000000026
PFWVGKROPKKEDW-UHFFFAOYSA-N,CC(C)(C)NC(=O)c1ccc(Oc2cc(F)c(CC(=O)O)cc2Cl)c(NS(=O)(=O)c2ccc(C3CC3)cc2Cl)c1,609.503
TVTXCJFHQKSQQM-LJQIRTBHSA-N,COc1cc(C(=O)O)ccc1NC(=O)[C@@H]1N[C@@H](CC(C)(C)C)[C@](C#N)(c2ccc(Cl)cc2F)[C@H]1c1cccc(Cl)c1F,616.4920000000003
QMVPQBFHUJZJCS-NTKFZFFISA-N,O=C1c2c(c3c4ccc(O)cc4n([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c3[nH]c4cc(O)ccc4c23)C(=O)N1NC(CO)CO,608.5600000000002
HHHKFGXWKKUNCY-FHWLQOOXSA-N,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,417.5060000000003
OGQICQVSFDPSEI-UHFFFAOYSA-N,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,351.47100000000006
ZBBCUBMBMZNEME-QBGWIPKPSA-L,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccsc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+],428.3990000000001
KMSKQZKKOZQFFG-YXRRJAAWSA-N,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1,627.6430000000001
FKNQFGJONOIPTF-UHFFFAOYSA-N,[Na+],22.99
SUPKOOSCJHTBAH-UHFFFAOYSA-N,Nc1ncnc2c1ncn2CCOCP(=O)(O)O,273.1889999999999
FAIIFDPAEUKBEP-UHFFFAOYSA-N,COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,385.3760000000001
BLWNYSZZZWQCKO-UHFFFAOYSA-N,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C.Cl,345.867
PLIGPBGDXASWPX-UHFFFAOYSA-N,CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,284.44700000000006
RNRYULFRLCBRQS-UHFFFAOYSA-N,O=C(CN1CCC(CN2Cc3ccccc3C2=O)CC1)c1ccc(F)cc1,366.4360000000001
UUVWYPNAQBNQJQ-UHFFFAOYSA-N,CN(C)c1nc(N(C)C)nc(N(C)C)n1,210.285
STZYTFJPGGDRJD-NHUWBDDWSA-N,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2C[C@H]3CC[C@@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,517.7760000000004
KZFFYEPYCVDOGE-LJQANCHMSA-N,O=C([C@H](CO)c1ccccc1)N1CC2=C(C1)CN(S(=O)(=O)c1cnc3c(c1)OCCO3)C2,457.50800000000027
VNVNZKCCDVFGAP-NMFAMCKASA-N,CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.O=C(O)C(O)C(O)C(=O)O,628.7160000000005
NIJYGVDQZBBONK-SEUXLIJBSA-N,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@@]1(F)O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(O)[C@@H]1O)Oc1ccccc1,545.4570000000002
WANGFTDWOFGECH-UHFFFAOYSA-N,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12.Cl,536.8930000000001
FKNQFGJONOIPTF-UHFFFAOYSA-N,[Na+],22.99
GTTBEUCJPZQMDZ-UHFFFAOYSA-N,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,429.90400000000017
DTJQBBHYRQYDEG-JNBMDGLNSA-N,COCC[C@H]1CC2CN3CCc4c([nH]c5ccccc45)[C@](C(=O)OC)(C2)[C@H]13,368.4770000000002
ATAGSVCDFKGYPE-UHFFFAOYSA-N,CCCCOC(=O)c1ccc(N)cc1.CCCCOC(=O)c1ccc(N)cc1.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,615.5960000000002
AEULIVPVIDOLIN-UHFFFAOYSA-N,CC(C)Cn1c2ccc(Nc3ncccn3)cc2c2c3c(c4c(c21)CCc1nn(C)cc1-4)C(=O)NC3,477.57200000000034
WRFHGDPIDHPWIQ-UHFFFAOYSA-N,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)c(COCC)c1,592.7620000000001
HLJRAERMLKNULP-UHFFFAOYSA-N,Cl.NCCc1cc[nH]n1,147.609
SHKXZIQNFMOPBS-OOMQYRRCSA-N,CCCCCCCCCCCCCCCCCCCC(=O)N[C@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](O)[C@@H]1[C@@H]2C[C@H](O)[C@]2(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]12,702.1179999999999
SEERZIQQUAZTOL-ANMDKAQQSA-N,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,459.5580000000002
MLKXDPUZXIRXEP-MFOYZWKCSA-N,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,356.41800000000006
JZCPYUJPEARBJL-UHFFFAOYSA-N,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,463.79600000000016
CYWFCPPBTWOZSF-UHFFFAOYSA-N,CC(C)Cc1ccc(CC(=O)O)cc1,192.25799999999998
JTWOMNBEOCYFNV-NFFDBFGFSA-N,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,461.50000000000017
IHWFKDWIUSZLCJ-UHFFFAOYSA-M,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[n-]2)cc1.[K+],606.6320000000002
ZIMLRKWQDLVPEK-UHFFFAOYSA-N,COc1cc(N2CCN(C(=O)Cn3nc(-c4ncc[nH]4)c4cccnc43)CC2)ccc1Cl,451.91800000000023
LQHDJQIMETZMPH-ZBFHGGJFSA-N,CNc1nc(C)nc(N[C@H]2CCC[C@@H](C(=O)NCc3ccc(C#N)cc3C(F)(F)F)C2)n1,447.4650000000001
UPSPUYADGBWSHF-UHFFFAOYSA-N,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,257.289
UHIXWHUVLCAJQL-MPBGBICISA-N,C[C@@H](n1cnc2cc(Cl)ccc2c1=O)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,431.83000000000004
MCPUZZJBAHRIPO-UHFFFAOYSA-N,CCc1nn(CCO)c(CC)c1Oc1cc(C#N)cc(C#N)c1,310.357
DHYPGRVMIOATAE-UHFFFAOYSA-N,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1.Cl.Cl,633.6020000000004
LMOINURANNBYCM-UHFFFAOYSA-N,CC(C)NCC(O)c1cc(O)cc(O)c1,211.261
MKOMESMZHZNBIZ-UHFFFAOYSA-M,Cc1sc[n+](CC(=O)c2ccccc2)c1C.[Cl-],267.781
AGHANLSBXUWXTB-UHFFFAOYSA-N,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,331.17600000000004
BTIHMVBBUGXLCJ-OAHLLOKOSA-N,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,354.4580000000001
JXTAALBWJQJLGN-KSSFIOAISA-N,CC(C)C(=O)O[C@@H](OC(=O)NC[C@H](CC(=O)O)c1ccc(Cl)cc1)C(C)C,399.8710000000001
VLLFGVHGKLDDLW-SFHVURJKSA-N,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=CSC(N)=N1,367.4090000000001
FKNQFGJONOIPTF-UHFFFAOYSA-N,[Na+],22.99
KGBXLFKZBHKPEV-UHFFFAOYSA-N,OB(O)O,61.83300000000001
PKVZBNCYEICAQP-UHFFFAOYSA-N,CNC1(C)C2CCC(C2)C1(C)C.Cl,203.757
MHQOTKLEMKRJIR-UHFFFAOYSA-L,O=[Se](=O)([O-])[O-].[Na+].[Na+],188.936
JNGVJMBLXIUVRD-SFHVURJKSA-N,C[C@](O)(COc1ccc(C#N)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,389.3330000000001
FBCQEUMZZNVQKD-UHFFFAOYSA-N,O=C(c1ccc(O)c(F)c1)N(c1ccc(O)cc1)c1ccc(F)cc1,341.31300000000005
FBMYKMYQHCBIGU-UHFFFAOYSA-N,CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N,363.4610000000001
QXPBTTUOVWMPJN-QBNHLFMHSA-M,CC1(C)C[C@@H]1C(=O)N/C(=C\CCCCSC[C@H](N)C(=O)O)C(=O)[O-].[Na+],380.44200000000006
STTADZBLEUMJRG-IKNOHUQMSA-N,Br.COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3.O,370.33100000000013
RGPDIGOSVORSAK-STHHAXOLSA-N,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl,363.84100000000007
BBTFKAOFCSOZMB-UHFFFAOYSA-N,CNc1nc(-c2cccc(NC(=O)c3ccc(C(=O)OC)cc3)c2)c2cc(OC)c(OC)cc2n1,472.5010000000002
WXAYTPABEADAAB-UHFFFAOYSA-N,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl,380.9160000000002
TZCPCKNHXULUIY-RGULYWFUSA-N,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCCCCCCCCCCCC,792.088999999999
HPJKCIUCZWXJDR-UHFFFAOYSA-N,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,285.31
IYNDLOXRXUOGIU-LQDWTQKMSA-M,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+],372.4870000000001
LRJOMUJRLNCICJ-JZYPGELDSA-N,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,402.48700000000014
FRIZVHMAECRUBR-UHFFFAOYSA-N,CCOC(=O)c1ncn2c1CN(C)C(=O)c1c(I)cccc1-2,411.199
MUNWOYRHJPWQNE-GMFUQMJFSA-N,COC[C@H]1CN(C(=O)[C@]2(F)CN(C3CCCC3)C[C@H]2c2ccc(OC)cc2)C[C@@H]1c1ccc(C(F)(F)F)cc1N1CCC(C(=O)O)CC1,675.7639999999999
UNVWTBOGMHPKJM-CWKRKGSWSA-N,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@@](CN2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1,455.5650000000001
WUKZPHOXUVCQOR-UHFFFAOYSA-N,CN1C(=O)COc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21,349.81800000000004
GJSURZIOUXUGAL-UHFFFAOYSA-N,Clc1cccc(Cl)c1NC1=NCCN1,230.09799999999998
KAMFDHLRBHTIMJ-AZDLLSQWSA-N,O=C(O)/C(=C/c1ccccc1)c1ccccc1.OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,710.6950000000005
CUHVIMMYOGQXCV-NSHDSACASA-N,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,200.28500000000003
CKLJMWTZIZZHCS-UWTATZPHSA-N,N[C@H](CC(=O)O)C(=O)O,133.10299999999998
NRZRFNYKMSAZBI-ZETCQYMHSA-N,CC(C)[C@H](N)C(=O)NCCCS(=O)(=O)O,238.30899999999997
FKNQFGJONOIPTF-UHFFFAOYSA-N,[Na+],22.99
YGIDGBAHDZEYMT-MQFIMZJJSA-N,OC[C@H]1O[C@@H](S[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cccc(F)c4)nn3)[C@H]2O)[C@H](O)[C@@H](n2cc(-c3cccc(F)c3)nn2)[C@H]1O,648.6450000000002
JNLIKIBISICTMS-PEJBKAKVSA-N,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1.CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1.O=C(O)/C=C/C(=O)O,1149.2799999999995
UVKZSORBKUEBAZ-UHFFFAOYSA-N,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,266.38800000000003
RYQOILLJDKPETL-UHFFFAOYSA-N,CCCCCCOC(=O)CCC(=O)CN,215.29299999999995
MCGSCOLBFJQGHM-SCZZXKLOSA-N,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,286.33900000000006
XUPZAARQDNSRJB-SJDTYFKWSA-N,CN(C)CC/C=C1\c2ccccc2CSc2ccccc21.Cl,331.912
FLFGNMFWNBOBGE-FNNZEKJRSA-N,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,507.67200000000014
SJUWEPZBTXEUMU-UHFFFAOYSA-N,Br.O=C(CC1NCCCC1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O,495.59900000000016
FVEFRICMTUKAML-UHFFFAOYSA-M,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],316.4390000000001
AUAHHJJRFHRVPV-BZDVOYDHSA-N,CC[C@@H](CO)NCCN[C@@H](CC)CO.Cl.Cl,277.236
JWHYSEDOYMYMNM-QGZVFWFLSA-N,CCO[C@H](COc1ccc(C(F)(F)F)cc1)CSc1ccc(OCC(=O)O)c(C)c1,444.4710000000002
HLWURFKMDLAKOD-UHFFFAOYSA-N,COc1cc(C(C)C)c(Oc2cnc(N)nc2N)cc1S(N)(=O)=O,353.40400000000005
ARQUTWAXTHJROR-UHFFFAOYSA-N,CC1(COc2ccc3c(c2)ncn3-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1.O=S(=O)(O)c1ccccc1,601.7290000000005
CGVWPQOFHSAKRR-NDEPHWFRSA-N,COc1cc(C(=O)C(=O)N2CCCC[C@H]2C(=O)OC(CCCc2cccnc2)CCCc2cccnc2)cc(OC)c1OC,603.7160000000002
CFOYWRHIYXMDOT-UHFFFAOYSA-N,CCOC(=O)n1ccn(C)c1=S,186.236
KVWDHTXUZHCGIO-UHFFFAOYSA-N,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,312.4420000000001
CEEQUQSGVRRXQI-UHFFFAOYSA-N,Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,265.158
JJKOTMDDZAJTGQ-DQSJHHFOSA-N,CC/C(=C(\c1ccc(I)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,523.4580000000004
PPTYJKAXVCCBDU-UHFFFAOYSA-N,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,313.28800000000007
SWOUGRBFXFILIB-UHFFFAOYSA-N,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=S(=O)(O)CCS(=O)(=O)O,564.1510000000004
VWVSBHGCDBMOOT-IIEHVVJPSA-N,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,376.4680000000002
GZRNOYTVBWWFLJ-NTPALUMKSA-N,CC(C)Oc1ccc(-c2nc(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6(C)CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)c3oc4ccccc4c3n2)cc1,897.0639999999996
GDFGTRDCCWFXTG-UHFFFAOYSA-N,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,395.56900000000013
XHKUDCCTVQUHJQ-LCYSNFERSA-N,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,520.5790000000003
RZTAMFZIAATZDJ-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,384.259
NFIXBCVWIPOYCD-UHFFFAOYSA-N,CCN(CC)CCOc1ccc(Cc2ccccc2)cc1,283.415
HGOAIWZFTWACBD-RRHRGVEJSA-O,CCCCCCCCCCCCCCCCCCNC(=O)OC1CCN(C(=O)OC[C@H](COC(=O)N(Cc2cccc[n+]2CC)C(=O)c2ccccc2OC)OC)CC1,826.1089999999998
IRTDIKMSKMREGO-OAHLLOKOSA-N,Cc1cc([C@@H](C)Nc2ccccc2C(=O)O)c2nc(N3CCOCC3)cc(=O)n2c1,408.45800000000025
TZIZWYVVGLXXFV-FLRHRWPCSA-N,CC(C)(C)CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,532.6490000000002
DJSLTDBPKHORNY-XMMWENQYSA-N,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1.CS(=O)(=O)O,520.6290000000002
GGWBHVILAJZWKJ-UHFFFAOYSA-N,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl,350.872
NZXKDOXHBHYTKP-UHFFFAOYSA-N,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,262.30899999999997
QNZCBYKSOIHPEH-UHFFFAOYSA-N,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,459.5060000000003
RQZAXGRLVPAYTJ-GQFGMJRRSA-N,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,384.51600000000025
RFRXIWQYSOIBDI-UHFFFAOYSA-N,CCc1oc2ccccc2c1C(=O)c1ccc(O)cc1,266.29599999999994
LDXDSHIEDAPSSA-OAHLLOKOSA-N,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2,416.4740000000002
WHIWGRCYMQLLAO-UHFFFAOYSA-N,CC(C)(C)c1ccc(Oc2ccc(N)cn2)cc1,242.322
FBOUYBDGKBSUES-VXKWHMMOSA-N,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,362.47300000000007
WRJPSSPFHGNBMG-UHFFFAOYSA-N,CC(=O)OC1CN2CCC1CC2,169.224
XCPXNPBILMXKNX-UHFFFAOYSA-N,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12.O=P(O)(O)O,504.47600000000006
KYJWUPZPSXZEPG-NTISSMGPSA-N,CC(C)Oc1ccc(-c2nn([C@@H](C)c3oc4ccc(F)cc4c(=O)c3-c3cccc(F)c3)c3ncnc(N)c23)cc1F.Cc1ccc(S(=O)(=O)O)cc1,743.7640000000001
LULNWZDBKTWDGK-UHFFFAOYSA-M,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],303.19999999999993
FQJISUPNMFRIFZ-HXUWFJFHSA-N,CC(C)(CC1Cc2ccccc2C1)NC[C@@H](O)COc1cc(CCC(=O)O)cc(F)c1F,447.5220000000002
LDIOUQIXNSSOGU-UHFFFAOYSA-N,CCC(CC)Nc1c2c(nc3c(-c4ccc(OC)cc4Cl)c(C)nn13)CCC2,398.9380000000002
KUZYSQSABONDME-QRLOMCMNSA-N,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)NNC(=O)OCCSSC[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(=O)O)NC(=O)CC[C@H](NC(=O)c5ccc(NCc6cnc7[nH]c(N)nc(=O)c7n6)cc5)C(=O)O)C(=O)O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,1917.0730000000017
OBZHEBDUNPOCJG-WBXJDKIVSA-N,CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,570.7670000000003
ATHGHQPFGPMSJY-UHFFFAOYSA-N,NCCCCNCCCN,145.25
UCEWGESNIULAGX-UHFFFAOYSA-N,CC(C)NCCCC1(C(N)=O)c2ccccc2-c2ccccc21,308.425
DQYGXRQUFSRDCH-UQIIZPHYSA-M,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)[O-])c3ccccc3)c2=O)c1F.[Na+],653.5800000000004
NBQKINXMPLXUET-UHFFFAOYSA-N,O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,481.51200000000034
RXOVOXFAAGIKDQ-UHFFFAOYSA-N,C=C(Br)C(=O)Nc1cc(C(=O)Nc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCNC(=N)N)n(C)c4)n(C)c3)n(C)c2)n(C)c1,723.5929999999998
